id,postTitle,facebookUrl,profileId,profileName,date,text,manual_sentiment
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzc3Njc2MDYyNzI5NDAzMg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02BpMZSLrBbovWMmGScbdRLYn1SRFRn7WudJtnPHdueHZnwBdDEh5BMbr6aYBz6QuNl,Wong Cilikk,2023-05-30T12:30:33.000Z,Penghijuan itu penting pak,neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzc3Njc2MDYyNzI5NDAzMg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02BpMZSLrBbovWMmGScbdRLYn1SRFRn7WudJtnPHdueHZnwBdDEh5BMbr6aYBz6QuNl,Wong Cilikk,2023-05-30T12:30:33.000Z,Penghijuan itu penting pak,neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzc4NjU1NzUxOTUzMjI1MA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0QuFt1uQEGhkNaqiZ2qYHtjXknof7646A4AZ9EBsESAGFcFFjgdTLsCjvArt8dK8zl,Yuyun,2023-06-01T13:52:18.000Z,Pohon hayat tp yg memilih pohon hayat hatinya TDK hayat,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzc5MDY5NjkyOTIxNTYxNw==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02szF7dJ1BGzvaCnGWGGyzaM14ryfthdPk8osiPsxDL2WAfJTVsjbhMhPBQYv7Pkxel,Miat Mahrez,2023-06-04T05:22:30.000Z,"Ikn mangkrak  ivestor asing ngak ada yang Mao di ajak kerja sama,uang nya dari mana,ngutang lagi ke cina.pemerintah saat ini terlalu memaksa,duet tak ada negara baru Mao berkembang sudah Mao bikin ibu kota baru lagi.",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzc5NDg1NDc5MjAyNTAyNg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0246V4ZCgSMdhfb1opnRX9gaN4fqj4Lco8cFoSRoUyRajaZ1SY8d41zVzhPYXt8LN4l,Arifwan,2023-06-01T01:20:17.000Z,Hbs uang negara hutang membengkak gaji pns slalu di naikan dn pajak naik hncur petani dn nelayan,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzcwMzk3MzY2MTYwNTQyMzI=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0XYYtYv77ZUM9qk9eZNvmFzoC7mQCp6uAFK6aHxRJwRsbuDqiX3XWNF865DbDjmnhl,Fadol Ihsan,2023-05-31T02:39:23.000Z,"Masalah besar belum kelllar2..
IKN dn IKN trrruuussss....
Uang dari manaaa....?
Utang Negara numpuk...
Korupsi meraja Lela.",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzcwOTQyNDE0NDI4NjcwOA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02jX1vLTZoda7ZU4AEK31Lg94i2WtBxtdxqKtu8u5sZBAjYUNydJnSMmaHSeg8arQFl,Kank Kiss,2023-05-31T02:49:58.000Z,"Mantap IKN.  
Baru pemilih logo Dah Siap dukung yg.maju  lanjutkan",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE0NzcxNjM0MTYzNTU5Mjg=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02aG94U9HjmNBpKU7w6t5r7VUcQfrUQYijMkJiS3BbmdzcDCTbjFTkGSJhRUhfzt5rl,Aries Sugiarto,2023-05-31T02:29:39.000Z,Sesuatu yg dipaksakan biasanya gak akan bertahan lama..liat saja...,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE0NzQ4MTg5Nzk5OTYyNzk=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,100050608505268,Herry Kaowuan,2023-05-30T14:01:18.000Z,Indonesia Bangkit dan Maju Lewat Pembangunan IKN IBU KOTA INDONESIA YANG BARU,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE0ODM1NTc1NDIzOTc1MDE=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02byxWMP7kJ9CKZDhd8sG4FQjWdNfv7mJQaUxBK8d8jakDqTwCJduZ3rHANUksa7Qzl,M Arie Al Ghofaro,2023-06-01T14:58:12.000Z,Ikn apakah d bngun dg hutang p.presiden,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE0OTkxMDc3Nzk5OTI4Mw==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid06zT6n8MycumojJUgX9g5soLhHDSwTQbFfydPT9aWe1pevDUEpLMGKWMyE3uMZJpWl,Mbh Damar,2023-06-01T02:09:30.000Z,Saking panik ny takut ngga keburu meresmikan belum jadi aja udah di resmikan panik benar pakde,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE1MTA1MDM0MjYwMjM3OTY=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02jvw7AqrSwboYJVYEfemjw4YimqKYK3wGrVtufrGePWnJLL2GEy9GfCT18USw4dxal,Galang Anarki,2023-05-31T01:29:18.000Z,"2023 EKONOMI SULIT PAK PRESIDEN
JANGAN BAHAS IKN TURUS, RAKYAT MISKIN INDONESIA MENJERIT-JERIT",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE2NTUyMzY2NjI4NzI1Nw==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0dS3tafANaEnrEtqjN7K6Mj5aEgbWX4NyzxFbA7eZ32TXEvXprEjUJYVWex1fSdAwl,Rosita Karawang,2023-05-30T12:56:55.000Z,Aamiin YaRobalallamin 🤲,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE3NjkyNjg5NTAzNzk0Nw==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0fHBj7UZHJRxJ2hojXkQmhobCWPV13PxPZBpAgu8ACZq2GRuuUVpC5zy4tixSfzbrl,Sugianto Misranrais,2023-05-30T11:06:01.000Z,"Mantap, salam sukses untuk Indonesia Maju.",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE3NTM0OTUyNTQ5ODEyOQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0sNyET488qwNvoFfMwNHv4zVoriWw6u4yExETWrmhjv1WZEsBmShXVWekr5onSRdDl,Amirul Hakim,2023-06-01T09:10:52.000Z,Carut marut... Negara... Ini hasil dari revolusi mental...,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzE3ODM4NDExODIxNzM0Mg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02hmETZa9rPemsLBh4VPsgxzfnQmwCAKVaqwHRHAFsAm7YLX9Ldr2hCU7W47STD3SRl,Mahmudin Ajja,2023-05-30T17:20:46.000Z,negara jdi amburadul liyatin aja nnti di akhir jdi rakyat nyh jokowi .akn merasa dampak nyh besar utang.,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzExMzg3MDg5NTA1NTkyNg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid08NcPktLZ3Z8CebhZbZGSgjaebKtCnvkTiqZDNiogxNSK4r5Bwwu5GXHZqYRTSzySl,Blank Boim Boim,2023-05-30T17:46:29.000Z,"Maaf2 ni... masyarakat nya ada berapa orang dlm voting itu..kok kita2 GK tau.votingnys di mana.cara ikut votingnya kapan dan bagaimana ..dan suara terbanyak ada berapa dari peserta voting..
Mohon pencerahan..",neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzExNzE3OTMyOTAxODM5MDM=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0BLqRsjCEvRxsvsC6Ww7GmxsVWgJ3pp4NQQ2Gkm6zy2pjpk9BDyJq6znXHsCk4d3fl,Anderius Miun Part II,2023-05-30T17:46:33.000Z,"Saya secara pribadi sebagai suku Dayak Bekati siap angkat Mandau utk membela keutuhan NKRI,bersatu kita maju bercarai kita mamapan/kuat",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzEyODc0MTc3MjE4NzAyMTI=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid041gRBWNWwYQK2oGA8AqecEkR7tZFAhPciszkT36JcXr11NRou6EMnUEEdJqTCDbHl,Muhammad Hadi,2023-05-30T21:08:38.000Z,Apax yg mantap cari pupuk susah di dapat n susah,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzEzMDUxNTcwMzY3MzczNDQ=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0226WA1y9nRuBkfNgK2i7rMTx6V1MGQpj46qHgHggbuujQ7iu3hq7mfb1AcQu5vE95l,Made Miasa Miasa,2023-05-30T13:02:39.000Z,Mantap....bagus logo nya. Dan filosofi nya juga mantap betul,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzEzNzk0MjU0MDkyOTMxOTQ=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,100009126872510,Bahri Mashuri,2023-05-31T03:41:43.000Z,Ibukota negara nusantara,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzEzNzk0MjU0MDkyOTMxOTQ=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,100009126872510,Bahri Mashuri,2023-05-31T03:41:43.000Z,Ibukota negara nusantara,neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzEzOTI4MTMwODQ4OTg2MzY=,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0RaFBgFqmhWMtDfm4QdBxXeqhvpJBhcjkPvGNkCCXQqhvH7ugLpAjyEqXivPEvJrzl,Leo Markus Tielung,2023-05-31T01:10:56.000Z,"Semoga Presiden terpilih periode 2024-2029
100 % Melanjutkan Pembangunan IKN 
Untuk menuju Indonesia Maju 🇮🇩👍👍",neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3Xzg2ODY2OTQxMTUyNDMxNw==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02gXUvVew2Ho3Z3daW1qHVp1pT7UB6eNTYeWts64g5sm4ASJ9RpNwYS1TmFa4K36ASl,Firdaus AL-jauziyah,2023-05-30T14:28:16.000Z,Ttimakasih pak negara jd amburadul....,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzgyMjE5NTAxNjI3NzM2NA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0X592uHJnP2HpnfhaD4AxcLLvghMHwWExbKCdCia3ioJApxu6bKfAznNnUEgNGbBvl,Rian El,2023-05-31T00:40:30.000Z,"omong ikn,pendanaannya sekarang masih bersumber dari apbn,seharusnya bapak juga terangkan progresnya sekarang sampai mana dan investor yg masuk sudah berapa triliun,agar suatu saat g jebol lagi apbn",neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzI0ODU0Mjc1NDQzNjg0MQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid09eeyJJ3kUoTL1pFafkQfAGoTGDeFtdSvC1fhP8MAzTyG37QrDuYo6NLuX6awHPril,Danang,2023-05-30T14:54:02.000Z,Hutang lagi hutang lagi ndak pak,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzI2Mzk2NzA3Mjg1NjY4Mg==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid036F6LJTaE33QFNHTbhJwWWwD5ykDsk4eHkodtqvbEgRuacfyTH9G8rKYGRm81S8oEl,M Azam,2023-05-30T11:21:42.000Z,"Alhamdulillah IKN adalah kampung halaman saya, saya bersyukur dan bangga menjadi masyarakat ibu kota baru IKN
aamiiin 3x",positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzI3MTMyMzEwMTk3MDI2OA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid02FikKzUQz7NsTDyBXHfstW8khKDHVLM1zrFZZxW6HQtKaa7DfF1mJvaf2H3JGXMggl,Anjaspank,2023-05-30T14:00:48.000Z,Do'a rakyat nusantara yg kebayakan mendukung IKN semoga dilancarkan dan TYME memberkatinya.🇮🇩🤲,positive
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzI4MDkwNDE4NDM3NjM2OA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0wwNGnUhQaz3gm9rdUfbxh2cHN1EtHScTMtyuUYF8TMQ1fRBfDMNH41iNRYV3i3dgl,Pusai Ipus Almaduri,2023-05-30T21:07:31.000Z,Di kontrak 99thn di perpanjang otomatis klo masih nanti,neutral
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzIwMTc0NTg3MjgxMDYzOA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0SRVuKfE8Pp76evG2SaQr66MSNdAGdU9nUa6cDAxW4WiwdQ92qddM5rh6NGY992y7l,All Ali,2023-06-01T03:06:07.000Z,"Bila saya perhatikan hutang negara yang begitu membengkak, saya kurang S7 dgn IKN  sekalipun saya orang Kalimantan timur, masih banyak yang perlu di bereskan dulu,",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzIwNTk4Mzg3NTY1ODE3Ng==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid0UP5TSS9juCCgKnUsyoEh6BtzpsXaGTxgKC4Y5rSYm7jand2jfUedVxPj6pDDtPSfl,Asep Asep,2023-05-31T04:36:09.000Z,Kapan rakyat suruh potong rakyat buzzer 2,negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzIwNTM2NDYyMjM2ODQxMQ==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid036y2fJHPgXXEJtRifc2m3AxWwAKatp2ipkwBQABF1KbuuXngCyCZVmgVGBgUC1Mtjl,Rudi Harmoko,2023-05-30T15:51:13.000Z,"Inilah yang di namakan perubahan yang sesungguhnya, bukan omong kosong 👍👍👍",negative
Y29tbWVudDo2NDY2NzQ0MzYwMDQ2NTI3XzIwOTI2NDY1NTI1OTA1NA==,"Presiden Joko Widodo resmi mengumumkan logo untuk Ibu Kota Nusantara (IKN) hari ini, Selasa (30/5/2023) sore. Peluncuran dilakukan di Istana Negara,...",https://fb.watch/kTc1OI_TU8/?mibextid=6aamW6,pfbid028q9YJuqdCvtSYNV1xbU1uh7q94zCaVqwbqtAUfR62CewHzMqta4FQNminwuEDdV4l,Mansyur,2023-05-31T11:09:40.000Z,"Ngurusi irian aja belum,, itu anak bangsa,,, rakyat kita,,,, ikn nanti dulu,,,, di jadikan,,,, gambaran saja,,,,,, konflik irian... Konflik irian..... Selesaikan",negative
